"id","faculty_name","faculty_designation","faculty_organisation","faculty_linkedin","image_name","added_date","modified_date","status"
"195","Abhipsa Anamika","Deputy Director, LawSikho, Practised formally in Supreme Court, Delhi High Court,NCDRC.",NULL,"https://www.linkedin.com/in/abhipsa-anamika/","abhipsa-anamika-1645200183.jpeg","1645199584","1698663720","A"
"196","Siddharth","Advocate on Record, Supreme Court of India practising before the Supreme Court of India & High Court of Delhi",NULL,,"siddharth-1645257782.jpeg","1645257450","1645295195","A"
"197","CS Vinit Nagar","Promoter at Vinit Nagar & Co.",NULL,,"cs-vinit-nagar-1645458636.jpeg","1645318755","1645458637","A"
"198","Manaswi Agrawal","Lawyer, Commercial Disputes, IBC, Arbitration",NULL,,"manaswi-agrawal-1645318963.jpg","1645318963",NULL,"A"
"199","Shivram Ganeshan","Advocate, New Delhi",NULL,,"shivram-ganeshan-1645319027.png","1645319027",NULL,"A"
"200","Sukanya Bhaumik","Advocate, Worked earlier with AZB, Khaitan & Yes Bank",NULL,,"sukanya-bhaumik-1645458662.jpeg","1645319078","1645458663","A"
"201","Dhwani Shah","Former Principal Associate in Talwar Thakore, worked in Khaitan & Co. and Wadia Ghandy",NULL,,"dhwani-shah-1645319137.jpg","1645319137",NULL,"A"
"202","Pulkit Agarwal","JP Associates, a Delhi-based litigation",NULL,,"pulkit-agarwal-1645319165.png","1645319165",NULL,"A"
"203","Kartik Jaykumar","Founding Partner, Peritum Partners",NULL,,"kartik-jaykumar-1646740604.png","1646720852","1646740604","A"
"204","CS Sapna Sarda","Principal Associate, LawSikho",NULL,,"cs-sapna-sarda-1646741421.png","1646720876","1646741421","A"
"205","Adv. Renuka Mahajan","Associate, LawSikho",NULL,,"adv-renuka-mahajan-1646747176.png","1646720917","1646747176","A"
"206","CS Shikhar Pandey","Associate, LawSikho",NULL,,"cs-shikhar-pandey-1646741395.png","1646720935","1646741395","A"
"207","CS Sneha Yadav","Faculty for Corporate Courses, LawSikho",NULL,,"cs-sneha-yadav-1646741385.png","1646720958","1646741385","A"
"208","Nilesh Gala","Lawyer|Advocate|REAL ESTATE ADVISOR|Counsel for SRA|Counsel|secretary RERA PRACTITIONERS WELFARE ASSOCIATION",NULL,"https://www.linkedin.com/in/nilesh-gala-1419b850/","nilesh-gala-1655545761.png","1655545761",NULL,"A"
"209","Bhanita Patowary","independent counsel,Delhi High Court & supreme court of india",NULL,"https://www.linkedin.com/in/bhanita-patowary-17017729/","bhanita-patowary-1655546011.jpg","1655546011",NULL,"A"
"210","Mohammed Zain Khan","Founder at One Legal, Advocates and Legal Advisors",NULL,"https://www.linkedin.com/in/mohammed-zain-khan-96a78355/","mohammed-zain-khan-1655546122.jpg","1655546122",NULL,"A"
"211","Preethi Agarwal","Advocate",NULL,"https://www.linkedin.com/in/preethi-agrawal-advocate/","preethi-agarwal-1655546195.jpg","1655546195",NULL,"A"
"212","Vaibhav Gaggar","Chambers of Vaibhav Gaggar",NULL,"https://www.linkedin.com/in/vaibhav-gaggar-1631707/","vaibhav-gaggar-1655546383.jpg","1655546383",NULL,"A"
"213","Dhruv Kumra","Independent Law Practice Professional, Delhi",NULL,"https://www.linkedin.com/in/dhruv-kumra-125ba721/","dhruv-kumra-1655546500.png","1655546500",NULL,"A"
"214","Dr Zubair Abbasi","DPhil at Oxford University and LL.M (Corporate Governance) at Manchester University, South Asia Editor for the Harvard Law School project SHARIAsource, Associate Editor of the Yearbook of Islamic and Middle Eastern Law at University of London",NULL,"https://www.linkedin.com/in/dr-zubair-abbasi-1a212914/","dr-zubair-abbasi-1656758375.png","1656758375",NULL,"A"
"215","Khushwant Pawar","Faculty for Banking Awareness at LawSikho",NULL,"https://www.linkedin.com/in/khushpawar/","khushwant-pawar-1658482790.jpg","1658482790","1658482853","A"
"216","Tanmay Chaturvedi","Course Anchor for IBPS SO",NULL,"https://www.linkedin.com/in/tanmay-chaturvedi-379506116/","tanmay-chaturvedi-1658482836.jpg","1658482836",NULL,"A"
"217","Pawanshree Agrawal","Advocate on Record- Supreme Court of India, practising before the Supreme Court of India, various High Courts, NCDRC, NCLT & NCLAT, CESTAT amongst other tribunals and forums.",NULL,,"pawanshree-agrawal-1660293275.png","1660293275",NULL,"A"
"218","Shikha Puri","Course Anchor, IBPS SO Law Officer.",NULL,"https://www.linkedin.com/in/shikha-puri-237a88194/","shikha-puri-1662373275.jpg","1662373275",NULL,"A"
"219","Gargi Roy","Course Anchor, Senior Associate at LawSikho and Expert Faculty in Insolvency & Bankruptcy Law, has over 10 years experience as an insolvency lawyer and commercial litigator",NULL,"https://www.linkedin.com/in/gargi-roy-27a14765/","gargi-roy-1662387659.jpg","1662387659","1683194398","A"
"220","Ms. Himi Singla","Advocate",NULL,"https://www.linkedin.com/in/himi-singla-474096190/","ms-himi-singla-1663666142.jpg","1663666142",NULL,"A"
"221","Dr. Siddhartha Priya","B. Tech. (IIT), MBA (IIM), Ph.D., LL.B.",NULL,"https://www.linkedin.com/in/siddharthapriya/","dr-siddhartha-priya-1669545032.jpg","1669299676","1669545032","A"
"222","Mythiraye","dual qualified lawyer ( India and England & Wales) currently based in London. She has keen interests in commercial laws and data protection. She is an External expert.",NULL,"https://www.linkedin.com/in/mythirayek","mythiraye-1670222132.jpg","1670222132",NULL,"A"
"223","Ms. Kalindi Rughani","Kalindi Rughani is a seasoned legal professional with over 18 years of experience. She began her career in Mumbai, India, focusing on litigation and conveyancing practise. Her expertise spans in various legal domains, particularly in Real Estate Law. Kalindi also gained significant international exposure during her time in the U.K., where she further honed her skills in U.K Real Estate Law and related legal practices. Her diverse background and global experience position her as a well-rounded an",NULL,"https://www.linkedin.com/in/kalindi-rughani-3b27ba20","ms-kalindi-rughani-1670222185.jpg","1670222185","1737020033","A"
"224","Amish Aggarwala","Advocate on Record, Supreme Court of India",NULL,"https://www.linkedin.com/in/amish-aggarwala-45978246/","amish-aggarwala-1675323447.png","1675323447","1675324312","A"
"225","Eshan Jaipuriar","former in-house counsel at JSW Steel, has practised in High Court, and is a qualified insolvency professional.",NULL,"https://www.linkedin.com/in/eshan-jaipuriar-05490398/","eshan-jaipuriar-1683109525.png","1683109525",NULL,"A"
"226","Preeti Gandhi","founder of PGA Law Offices, practising Insolvency Professional and media and entertainment lawyer, external counsel for SVF entertainment, will teach  exam strategy sessions as a guest faculty.",NULL,,"preeti-gandhi-1683109571.jpg","1683109571",NULL,"A"
"227","Rahul Jain","practising advocate in Punjab and Haryana High Court and also has 6 years of teaching experience in Business Laws.",NULL,"https://www.linkedin.com/in/adv-rahul-jain-7147631b9","rahul-jain-1683109623.png","1683109623",NULL,"A"
"228","Ms. Krusha Bhatt","NCA Qualified, Lecturer - Jindal Global Law School",NULL,"https://www.linkedin.com/in/krusha-bhatt-63194683","ms-krusha-bhatt-1685771521.jpg","1685771521","1742901597","P"
"229","Ms. Nirali Akhani","Paralegal, Royal Canadian Mounted Police (RCMP) approved fingerprint agent, Commissioner of Oaths Alberta",NULL,"https://www.linkedin.com/in/nirali-akhani-32991490","ms-nirali-akhani-1685771573.jpg","1685771573",NULL,"A"
"230","Ajay Singh Praveen","Licensed Lawyer - Law Society of Ontario, Experienced Subject Matter Expert and Faculty,Law and Business Management ,Leadership and Communication, NCA courses, Course Development and Delivery Brampton, Ontario, Canada",NULL,"https://www.linkedin.com/in/ajay-singh-praveen/","ajay-singh-praveen-1685771642.jpg","1685771642","1704193766","A"
"231","Ms. Megha Sharma (NCA Course Anchor)","Principal Associate, LawSikho, NCA Qualified and Intellectual Property Lawyer",NULL,"https://www.linkedin.com/in/megha-sharma-133765ba","ms-megha-sharma-1685771700.jpg","1685771700","1704194821","A"
"232","Mr. Kunal Dev Sinha","NCA Qualified, Litigation Lawyer - Chambers of Rai and Kholi (Civil/Commercial)",NULL,"https://www.linkedin.com/in/kunaldevsinha","mr-kunal-dev-sinha-1685771752.jpg","1685771752","1704194841","A"
"233","Ms.Astha D.","Solicitor and Barrister, Law Society of Ontario",NULL,"https://www.linkedin.com/in/astha-d-8a00b522","msastha-d-1685771891.jpg","1685771891","1704194866","A"
"234","Suksham Chauhan","Suksham Chauhan is a dual qualified lawyer (Solicitor, England & Wales and Indian Advocate). He is an international dispute lawyer (international arbitration, commercial litigation and white collar crime). He has worked with top tier dispute resolution firms in the world - GBS Disputes, Shearman & Sterling, Quinn Emanuel and Khaitan & Co. He has completed his LL.M. from MIDS (Geneva LL.M. in International Dispute Settlement).",NULL,"https://www.linkedin.com/in/suksham","suksham-chauhan-1685776399.jpg","1685776399",NULL,"A"
"235","Dr. Zubair Abbasi","Dr Zubair Abbasi is an expert in trusts law, contract law, corporate law, commercial law, and family law. His experience in practice, research, and academia spans over a decade. He did DPhil in law at the University of Oxford and an LL.M Corporate Governance at the University of Manchester. He held the positions of Postdoctoral Research Fellow at Oxford University and Senior Research Fellow at a Senior Research Fellow at Max Planck Foundation for International Peace and Rule of Law, Heidelberg.",NULL,"https://www.linkedin.com/in/dr-zubair-abbasi-1a212914","dr-zubair-abbasi-1685776444.jpg","1685776444",NULL,"A"
"236","CA Ashish Saxena","CA Ashish Saxena is a qualified Chartered Accountant, certification and have practical exposure in IFRS, US GAAP Indian taxation, International taxation and transfer pricing, commercial law and compliances, IT and Automation, having working experience of around 20 years in various MNC and large conglomerates.",NULL,"https://www.linkedin.com/in/ashish-saxena-791349a2","ca-ashish-saxena-1685776501.jpg","1685776501","1703561386","D"
"237","Anjala Parveen","Anjala graduated in B.A. LLB (Hons.) from the National University of Advanced Legal Studies, Kochi, in the year 2015. She enrolled as an advocate with the Bar Council of Maharashtra & Goa in August 2015 and obtained her Certificate of Practice from the All India Bar Council in 2017.  Currently, Anjala resides in Singapore and works remotely for Vidhii Partners, Advocates, in Mumbai. She is also a legal consultant to an Insolvency Professional registered with IBBI. After successfully giving the S",NULL,"https://www.linkedin.com/in/anjala-parveen","anjala-parveen-1716029258.jpg","1685776539","1716029258","A"
"238","Karen Rea","Karen has been a Barrister for 40 years and presently she works with various healthcare and financial sector Regulators in the capacity of a Legal Adviser/Assessor to Panels/Committees sitting in their Fitness to Practise (disciplinary) remit. Karen has sat as a Deputy District Judge in the UK County Courts adjudicating on all aspects of Civil Law, in London and Devon for over 20 years. She is also a (non practising) Registered Nurse, having trained at The Florence Nightingale School, St Thomas’",NULL,"https://www.linkedin.com/in/karen-rea-she-her-aba01924","karen-rea-1716029340.jpg","1685776595","1716029340","A"
"239","Vatsal M. Parikh","Mr. Vatsal M. Parikh is a member of the International Bar Association and several elite International Arbitration Institutions. He is currently working as a Paralegal in the Financial Conduct Authority, London office, and is an aspiring dual-qualified solicitor in the UK. He holds a Master's in Commercial and Corporate law from the Queen Mary University of London.",NULL,"https://www.linkedin.com/in/vatsalmparikh2017adv","vatsal-m-parikh-1685776632.jpg","1685776632",NULL,"A"
"240","Rajveer Singh Agri","Principal associate at LawSikho",NULL,"https://in.linkedin.com/in/rajveer-singh-agri-421b45150","rajveer-singh-agri-1685955685.png","1685955685",NULL,"A"
"241","Sanya Parmar","Ex senior associate at Luthra & Luthra Law offices, Currently head of legal at Clove Dental.",NULL,"https://in.linkedin.com/in/sanya-parmar-bb92814b?original_referer=https://www.google.com/&challengeId=AQFz822rSXbK7gAAAYiK8w6VjKn0ziVToClsz1geKd7GC1ynfq6RVIADc3zWVOELDAlj8oP58UdKvz7mnAGDSG0zmf8Dh4cDsw&submissionId=93e40f2f-33ba-6517-6d06-8d6394087c32&chal","sanya-parmar-1685958416.png","1685958416","1743067782","P"
"242","Semanti Choudhary","Ex-Amarchand, Khaitan, having more than decade long experience in cross jurisdictional work in labour laws.",NULL,,"semanti-choudhary-1685965649.png","1685965649",NULL,"A"
"243","Anirban Das","CPO LKS (Law Firm),  Top 35 TA PAI Young HR Leaders 2021, Top 100 HRunder40. He is a seasoned HR professional with 17+ years of experience including nine years with the various Big 4 Accounting and Consulting firms like Ernst and Young, Deloitte and PricewaterhouseCoopers where he worked at different mid and senior-level HR strategic roles. He will be taking guest sessions in our strategic HR course.",NULL,,"anirban-das-1685965678.png","1685965678",NULL,"A"
"244","Tanaka Aki (田中亜樹)","Counsel at Mori Hamada & Matsumoto (one of the top 3 law firms in Japan)",NULL,"https://www.linkedin.com/in/亜樹-田中-6b3b66128/","tanaka-aki--1687856603.png","1687856603",NULL,"A"
"245","Anna Klein","France + NY qualified, Associate at Numa Avocats, ex-Eversheds, France",NULL,"https://www.linkedin.com/in/anna-klein-964a0b111/","anna-klein-1687856638.png","1687856638",NULL,"A"
"246","Neha Rastogi","CA + LLB, India and New York qualified lawyer, Associate at Ruchelman P.L.L.C will take some guest lectures on US tax laws and compliance",NULL,,"neha-rastogi-1687856670.jpg","1687856670",NULL,"A"
"247","Carl D. Berry","Managing Attorney at The Strategic Legal Group, PLLC in US, has 30+ years of experience",NULL,"https://www.linkedin.com/in/carldberry/","carl-d-berry-1687856708.png","1687856708",NULL,"A"
"248","Edward O. Oloyede","LL.M, ACIS, CAMS, Contract Manager at Entegris in Boston (US) , has 15 years of experience - in conversation",NULL,"https://www.linkedin.com/in/edwardoloyede/","edward-o-oloyede-1687856746.png","1687856746",NULL,"A"
"249","Garima Khanna","Associate Head, Test prep team, LawSikho",NULL,"https://www.linkedin.com/in/garima-khanna-2b797bb4/overlay/photo/","garima-khanna-1687945607.png","1687945607",NULL,"A"
"250","Diksha Rai","faculty for Quantitative Aptitude",NULL,"https://www.linkedin.com/in/diksha-rai-a14290281/","diksha-rai-1687951200.jpg","1687951200",NULL,"A"
"251","Gargi Vashisht","Course Anchor (LLM Entrances)",NULL,,"gargi-vashisht-1689925418.jpg","1689925418",NULL,"A"
"252","Swarnendu Chatterjee","Advocate-on-Record, Supreme Court of India B.A.LLB(Hons)-KIIT University, Odisha Practicing as an Advocate since the last decade and having immense experience in the fields of Civil & Criminal Law, Constitutional Law, Dispute Resolution including Arbitration, Insolvency & Bankruptcy, Matrimonial Matters, SARFAESI and White Collar Crimes.",NULL,"https://www.linkedin.com/in/swarnendu-chatterjee-5214831a/?originalSubdomain=in","swarnendu-chatterjee-1742911361.png","1697431833","1742911361","A"
"253","Parag Agrawal","Associate, Lawsikho",NULL,,"Not_Given","1698315134",NULL,"A"
"254","Soumya Priyadarshinee","Advocate-on-Record, Supreme Court of India | 9+ Years Experience",NULL,,"Not_Given","1698652635",NULL,"A"
"255","Pooja Lutkute","Senior Associate, Lawsikho",NULL,"https://www.linkedin.com/in/pooja-luktuke-7669a988/","pooja-lutkute-1698856665.jpeg","1698653117","1698856669","A"
"256","Nandini Pandey","Associate & Course Anchor, Content Team, Lawsikho",NULL,"https://www.linkedin.com/in/nandini-pandey-04b08a220/","nandini-pandey-1718450293.jfif","1698663558","1718450293","A"
"257","Amartya Kanjilal","Senior Associate, Lawsikho",NULL,,"Not_Given","1698663647",NULL,"A"
"258","Deepak Arora","Associate & Course Anchor, Content Team, Lawsikho",NULL,,"Not_Given","1698665731","1698665741","A"
"259","Harshita Sevaldasani","Principal Associate, Lawsikho",NULL,"https://in.linkedin.com/in/harshitasevaldasani","harshita-sevaldasani-1698768556.jpg","1698666850","1698768793","A"
"260","Anjala Praveen","Dual-qualified lawyer (India and England & Wales), Insolvency & Bankruptcy law, Banking law, Debt Recovery law, Corporate law, Commercial law, Contract law.expert, with over 8 years of experience in dispute resolution",NULL,,"anjala-praveen-1698680685.jpg","1698679734","1698680685","A"
"261","Sunil Agarwal","Advocate, Senior Standing Counsel, High Court of Delhi, Ex-IRS, Ex-Senior Partner, AZB and Partners, has been appointed by Delhi High Court as an arbitrator to commercial disputes,",NULL,,"sunil-agarwaal-1698680507.jpeg","1698680507","1704545347","A"
"262","Raveena Rani","Dual-qualified lawyer (India and England & Wales) with over 5 years of experience in Dispute Resolution and IPR, Patent and Trademark Attorney in India, working in a Swiss law firm",NULL,,"raveena-rani-1698680794.jpeg","1698680794",NULL,"A"
"263","Amit Kumar Padhy","Group Counsel/Advocate (Senior Manager) - Legal and Privacy, DPO, FIP, CIPP/E, CIPM, Professor of Law, Legal Counsel, PhD (Privacy Law),, Accredited Meditator",NULL,"https://in.linkedin.com/in/amit-kumar-padhy","amit-kumar-padhy-1698681867.jpeg","1698681867",NULL,"A"
"264","Nidhi Dayani","Senior Associate- Lawsikho, POSH- Trainer and Advisor, Legal Counsel at the Bombay High Court, Company Secretary",NULL,"https://in.linkedin.com/in/nidhi-dayani","nidhi-dayani-1698682252.jpeg","1698682252",NULL,"A"
"265","Priyanka Sinnarkar","Deputy Director (Upskilling Courses) LawSikho and Skill Arbitrage, LLM in Commercial and Corporate law (QMUL, UK)",NULL,"https://www.linkedin.com/in/priyanka-sinnarkar-54501bb8/","priyanka-sinnarkar-1698683277.jpeg","1698683277","1703588174","A"
"266","Rishee Rhudra","Deputy Director (Upskilling Courses), Lawsikho & SkillArbitrage, US Corporate Law & HR Maestro, Jurisprudential Savant, Vanguard of Student Inspiration",NULL,"https://in.linkedin.com/in/rishee-rhudra-a955b9121","rishee-rhudra-1698683359.jpeg","1698683359","1698913017","A"
"267","Saumyadeep Basu","Lawyer, Business Management Enthusiast",NULL,"https://in.linkedin.com/in/saumyadeep-basu-4a8426144","Not_Given","1698683623",NULL,"A"
"268","Satish Panditrao Bhattu","FCS; LLM (Environment Laws); MSc (Chem); CSR Professional; Diploma in International Contract Negotiation, Drafting & Enforcement Practicing Company Secretary & Environmentalist in Mumbai, since 2015. Over 40 years of industry experience as a Research Chemist and Company Secretary in a Swiss-based listed MNC, “Clariant” in Mumbai. Visiting Faculty at the Institute of Company Secretaries of India (ICSI) and SkillArbitrage (LawSikho), the world’s largest Legal Edtech Company Teaching Corporate Gove",NULL,,"satish-panditrao-bhattu-1698756912.png","1698756912",NULL,"A"
"269","Vishal Yadav","Senior Associate",NULL,,"vishal-yadav-1698757045.jpg","1698757045",NULL,"A"
"270","Kiran Dhaiya","Associate, Lawsikho",NULL,"https://in.linkedin.com/in/kiran-dhaiya","kiran-dhaiya-1698757196.jpeg","1698757196","1751635594","P"
"271","Mrunmayi Vatkare","Associate, Lawsikho",NULL,,"Not_Given","1698911886",NULL,"A"
"272","Bhargav Gopalswamy","Expert",NULL,,"Not_Given","1698911915",NULL,"A"
"273","Pradeep Reddy","Expert",NULL,,"Not_Given","1698911940","1715337691","D"
"274","Sagar Bajaj","Expert",NULL,"https://www.linkedin.com/in/sagar-bajaj-cpa/","sagar-bajaj-1715352362.png","1698911952","1715352362","A"
"275","Ashish Saxena","Expert",NULL,,"Not_Given","1698911964","1698912453","D"
"276","Amit Bajaj","Expert",NULL,,"Not_Given","1698911982",NULL,"A"
"277","Sucheta Kalra","Expert",NULL,,"Not_Given","1698912020","1715337728","D"
"278","Kiran Agarwal","Expert",NULL,,"Not_Given","1698912430",NULL,"A"
"279","Swatilekha Chakraborty","Associate & Course Anchor, Content Team, Lawsikho",NULL,,"swatilekha-chakraborty-1698918500.jpeg","1698918235","1698918500","A"
"280","Sushil Shankar","Dual-qualified litigator (England and Wales qualified) in Visakhapatnam, is on the panel of Singapore Chamber of Maritime Arbitration and Singapore International Arbitration Centre",NULL,"https://www.linkedin.com/in/sushil-shankar-law/","sushil-shankar-1704545486.jpeg","1704545125","1704545498","A"
"281","Pragya Sharma","Dispute Resolution & Litigation Attorney | Dual-Qualified (California & India)",NULL,"https://www.linkedin.com/in/pragya10297/","pragya-sharma-1705677951.jpg","1705677951",NULL,"A"
"282","Aarohi Kashyap","LL.M, UC Berkeley- School of Law | Dual Qualified Attorney (India and California)",NULL,"https://www.linkedin.com/in/arohi-kashyap-415723148/","aarohi-kashyap-1705678912.png","1705678008","1705678918","A"
"283","Raghav Mendiratta","Oversight Board - Meta | Dual Qualified Attorney (California, USA and India) | London School of Economics",NULL,"https://www.linkedin.com/in/raghavmendiratta/","raghav-mendiratta-1705678177.jpg","1705678084","1705678179","A"
"284","Anirudh Ramakrishnan","Dual Qualified Attorney & Advocate (Admitted to Practice Law in California & India); LLM at UC Berkeley, 2023-24",NULL,"https://www.linkedin.com/in/anirudh-ramakrishnan-70441911a/","anirudh-ramakrishnan-1705678138.jpg","1705678138",NULL,"A"
"285","Shubh Amrit Vir Singh Randhawa Shubh Amrit Vir Singh Randhawa","Barrister, Solicitor & Notary Public Brampton, Ontario, Canada",NULL,"https://www.linkedin.com/in/shubh-amrit-vir-singh-randhawa-02b71811b/","shubh-amrit-vir-singh-randhawa-shubh-amrit-vir-singh-randhawa-1706784107.png","1706784107",NULL,"A"
"286","Mr. Ajay Singh Praveen","Licensed Lawyer - Law Society of Ontario, Experienced Subject Matter Expert and Faculty, Law and Business Management, Leadership and Communication, NCA courses, Course Development and Delivery Brampton, Ontario, Canada",NULL,"https://www.linkedin.com/in/ajay-singh-praveen/","mr-ajay-singh-praveen-1706784191.jpeg","1706784191",NULL,"A"
"287","Palak Mahajan","Dual-licensed lawyer (India & Ontario) Toronto, Ontario, Canada",NULL,"https://www.linkedin.com/in/palak-mahajan-767641113/","palak-mahajan-1706784248.png","1706784248","1710256238","P"
"288","Simratjit Singh Randhawa","Barrister and Solicitor Brampton, Ontario, Canada",NULL,"https://www.linkedin.com/in/randhawasimrat/","simratjit-singh-randhawa-1706784334.png","1706784334",NULL,"A"
"289","Govind Chaturvedi","Dual Qualified Lawyer (India & Canada)",NULL,"https://www.linkedin.com/in/govind-chaturvedi-460a6581/","govind-chaturvedi-1710319605.jpg","1710319605","1711441164","A"
"290","Siddharth Sodhi","an expert on Mentoring Legal and Accounting professionals in their career journey. He has guided many students in securing internships and PPO. He also coach students on how to get a job, how to crack interviews etc.",NULL,,"siddharth-sodhi-1714722016.png","1714722016",NULL,"A"
"291","Maria Wilson","Deputy Director at LawSikho and Skill Arbitrage Technology, Inc., brings over a decade of experience in human resources. Her leadership roles and recruitment expertise have helped students shape their careers. Maria’s dedication to the freelance and placement verticals underscores her commitment to creating career opportunities. Above all, she strives to empower women, enabling them to restart their careers and achieve self-sufficiency.",NULL,,"maria-wilson-1714722058.png","1714722058","1714722838","A"
"292","Divya Dwivedi","an expert on Mentoring Legal and Accounting professionals in their career journey. He has guided many students in securing internships and PPO. He also coach students on how to get a job, how to crack interviews etc.",NULL,,"divya-dwivedi-1714722866.png","1714722866",NULL,"A"
"293","Ami Pandya","(Team Leader – Jobs, Internships & Outreach), B. Com, MBA in Human Resources and Bachelors in Law (LLB), an accomplished professional with a unique blend of expertise in Human Resources Management and Law. Provides guidance to students for Internships & Jobs, provides counselling to students as and when required by providing insights about the field and how they can represent their CV better through the experience they have.",NULL,,"ami-pandya-1714722908.jpg","1714722908",NULL,"A"
"294","Sneha Menon","Patent agent, Senior Associate at K&S Partners",NULL,"https://www.linkedin.com/in/sneha-menon-3a96a4a2?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app","sneha-menon-1724334291.jpg","1724334291",NULL,"A"
"295","Trupti Joshi","Consultant at K&S Partners",NULL,"https://www.linkedin.com/in/trupti-joshi-87427018b?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app","trupti-joshi-1724334380.jpg","1724334380",NULL,"A"
"296","Kalyan Potukuchi","CEO / Director specializing in IP (Patent) Management and Project/Design Engineering at BKSAY WORKS PVT. LTD",NULL,"https://www.linkedin.com/in/kalyan-potukuchi-1ba55254?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app","kalyan-potukuchi-1724334457.jpg","1724334457",NULL,"A"
"297","Pavithra Ranganathan (Technology)","Technolegal Professional, Lawyer,  Telecommunication Engineer, IP Enthusiast, Patent Agent, Canadian Immigration Law, Trademark Law, Contract Management",NULL,"https://www.linkedin.com/in/pavithraranganathan/","Not_Given","1724406535",NULL,"A"
"298","Sridevi Krishnan (Pharma)","Head-Corporate IP at Piramal Group, Certified Indian Patent Agent, Certified Indian Trademark Agent",NULL,"https://www.linkedin.com/in/sridevi-krishnan-m-sc-org-chem-ll-m-ip-1053a115?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app","sridevi-krishnan-pharma-1724406627.jpg","1724406627",NULL,"A"
"299","Ilanangai Ponnambalam (Mechanical, Bio-tech)","IPR Consultant /Patent Agent",NULL,"https://www.linkedin.com/in/ilanangai-ponnambalam-6b805944/","ilanangai-ponnambalam-mechanical-biotech-1724426833.png","1724406694","1724426833","A"
"300","Shubham Bhatia","Course Anchor and Concept Expert",NULL,"https://www.linkedin.com/in/shubham-bhatia-0743b9256/","shubham-bhatia-1732019779.jpg","1732019779",NULL,"A"
"301","Ms. Resham Rana","Principal Associate",NULL,,"ms-resham-rana-1735928592.jpg","1735928592",NULL,"A"
"302","Ms. Sakshi Arha","Senior Associate",NULL,,"ms-sakshi-arha-1735928679.jpg","1735928679",NULL,"A"
"303","Ms. Firdaus Ebrahim","Masters of Law (The West Bengal National University of Juridical Sciences, Kolkata)",NULL,,"ms-firdaus-ebrahim-1735929045.png","1735929045",NULL,"A"
"304","Arun Bharagav","Professional educator, with specialisation in procedural law, CRPC, CPC, and evidence. He has seven years of rich experience in teaching and mentoring Judicial Aspirants. He has successfully cleared Himachal Pradesh Judicial Services Mains (4 Times) with merit. Currently he is teaching procedural laws.",NULL,,"arun-bharagav-1735929170.jpg","1735929170",NULL,"A"
"305","Rajat Panda","Ex-civil judge, now an educator and an advocate practising in the Odisha High Court and Supreme Court of India. He has done his LLB from Utkal University and LLM from NUJS, Kolkata. He cleared Odisha Judiciary in the year 2016 and presided over various district courts in Odisha till 2022. Currently, he is teaching procedural laws and contractual laws.",NULL,,"rajat-panda-1735929285.jpg","1735929285",NULL,"A"
"306","Ujjwal Sharma","Ujjwal holds an LL.M. from King’s College London in International Dispute Resolution and IP, and a first-class honours in BA LLB from O.P. Jindal Global University, India. His passion lies in Trade Mark Law, Dispute Resolution and Litigation. He also recently gained CITMA certification as a qualified Trade Mark Paralegal. He cleared his SQE-1 exam in January 2024.",NULL,"https://www.linkedin.com/in/ujjwal-s/","ujjwal-sharma-1737020245.png","1737020245",NULL,"A"
"307","Prem Deep Arora","Prem is a Senior Associate at LawSikho and the sub-course anchor for the Solicitors Qualifying Exam (SQE) course. He holds an LL.M. and a first-class honours in BA LLB from Amity Law School, Noida. He is experienced in legal research, creating legal content and teaching.",NULL,"https://www.linkedin.com/in/premdeeparora/","prem-deep-arora-1737020309.jpg","1737020309",NULL,"A"
"308","Richa Sahay","Richa is an Associate at LawSikho. She graduated with a BBA.LLB (Hons.) specializing in Constitutional Law and also holds a master’s degree in the same field. She has experience mentoring and guiding both Indian and international students.",NULL,"https://www.linkedin.com/in/richa-sahay-content-developer/","richa-sahay-1737020371.jpg","1737020371",NULL,"A"
"309","Shreya Saxena","Advocate at Delhi HC & SC with experience in Criminal, Civil & Service. She authored various publications across reputed law  journals & was a SLSA resource person.",NULL,"https://www.linkedin.com/in/shreya-saxena-072415120/","shreya-saxena-1739006746.jpeg","1739006746","1745412849","A"
"310","Avantika Tiwari","NLSIU graduate with research experience in Antitrust, International, Labour, Employment & Family Law. Published 20+ articles in reputed journals, including Cambridge Scholars.",NULL,"https://www.linkedin.com/in/avantika-tewari-3152a1338/","avantika-tewari-1739009914.jpg","1739009914","1745412872","A"
"311","Deepali Suri","An experienced litigator with 5+ years of practice, she has represented CRPF, BSF, and the MoUD in the Delhi High Court, and clients like SBI, ASI, ONGC, and GAIL in top courts.",NULL,"https://www.linkedin.com/in/deepali-suri-8133a5138/","deepali-suri-1739012094.JPEG","1739012094","1745412756","A"
"312","Shreya Sharma","Legal professional with 8+ yrs’ experience in Civil, Consumer, Arbitration, Matrimonial, Benami, Customs & Environmental laws. Ex-Consultant, MoEFCC; Ex-Researcher to Justice R.K. Agarwal.",NULL,"https://www.linkedin.com/in/shreya-sharma-a14206154/","shreya-sharma-1745324610.jpg","1739015316","1745412815","A"
