"id","faculty_name","faculty_designation","faculty_organisation","faculty_linkedin","image_name","added_date","modified_date","status"
"313","Nishu Bhushan","With ongoing practice of 5 years at Delhi High Court and the Hon'ble Supreme Court of India, he has extensively practised in Corporate and Arbitration Law.",NULL,"https://www.linkedin.com/in/nishu-bhushan-29b426343/","nishu-bhushan-1739017203.jpg","1739017203","1745412832","A"
"314","Anmol Lund","BA LLB, ILS Law College, Pune | Pursuing LLM, Jindal Global Law School Corporate lawyer with 5+ years of experience at JP Morgan Chase, Tech Mahindra & others. Skilled in contract drafting, negotiation, litigation management & employee claims in banking, corporate & IT sectors.",NULL,"https://www.linkedin.com/in/anmol-s-lund-971042132/","anmol-lund-1739018015.jpg","1739018015",NULL,"A"
"315","Akarshvi Singh","LLB (3 years)– Amity University, Lucknow|LLM (Business Law)– Amity University, Lucknow Corporate lawyer with over 3 years of experience working with Indian and international companies, including HCL Tech and American InfoSource. Expertise in drafting and negotiating contracts in IT sectors with US and UK Clients. Experienced in handling Unsecured bankruptcy claims.",NULL,"http://linkedin.com/in/akarshvi-singh-910a091a6","akarshvi-singh-1739018232.jpg","1739018232",NULL,"A"
"316","Eira Mishra(External Expert)","Principal at EP Advocates, has 9+ years of experience in technology transactions, IP law, and commercial contracts. She specializes in gaming, entertainment, AI, and blockchain, advising multinationals and startups on IP protection and contracts. She holds a BA LLB from NLIU and an LLM in IP Law from HNLU.",NULL,"https://www.linkedin.com/in/eira-mishra/","eira-mishraexternal-expert-1739018327.jpeg","1739018327","1742909757","A"
"317","Aditi Bohra","Corporate lawyer with experience in commercial & IT contracts at Wipro; skilled in drafting, reviewing, negotiating US client deals, ensuring compliance, and assessing legal risks.",NULL,"https://www.linkedin.com/in/aditi-bohra-17220b12a/","aditi-bohra-1739020410.png","1739020410","1745412797","A"
"318","Eira Mishra","BA LLB- National Law Institute University | LLM (Intellectual Property Laws)- Hidayatullah National Law University Eira has 9+ years of experience in technology transactions, IP law, and commercial contracts. She specializes in gaming, entertainment, AI, and blockchain, advising multinational corporations and startups on IP protection and various contracts. She currently serves as the Principal at EP Advocates, where she spearheads IP protection strategies for multinational corporations and star",NULL,"https://www.linkedin.com/in/eira-mishra/","eira-mishra-1742909844.jpeg","1742909844",NULL,"A"
"319","Pratibha Kedia","B.A.LL.B. (Hons) NUJS Corporate and financial law expert with relevant experience of working at Khaitan & Co. and as an in-house counsel at ITC. She has practised extensively in Corporate laws, Banking & Financial Laws, Consumer Laws, Tax laws and Contract drafting.",NULL,"https://www.linkedin.com/in/pratibha-kedia-807522164/","pratibha-kedia-1742910266.jpeg","1742910266","1742910298","A"
"320","Prateek Mishra","Advocate-on-Record, Supreme Court of India BA LLB(Hons) from NLU, Delhi & LLM from Queen Mary University, London An experienced advocate, practicing since the last decade in the fields of judicial review litigation, commercial litigation, consumer disputes and arbitration. He has led representation and advisory for clients in high-stakes complex corporate and commercial disputes.",NULL,"https://www.linkedin.com/in/prateek-mishra-epa/","prateek-mishra-1742910853.jpeg","1742910853",NULL,"A"
"321","Rashmi Natekar","Principal Associate B.Sc., LLM, PGDFM, CAIIB, MH-SET  Experienced legal professional with 7+ years in contract drafting, banking, real estate, and business laws.  Passionate educator in Contract Law, IPR, Banking & Insurance, and more.  Committed to mentoring legal professionals in US Contract Drafting and Corporate Law.",NULL,"http://www.linkedin.com/in/rashmirnatekar","rashmi-natekar-1743147453.jpg","1743147453",NULL,"A"
"322","Anahita Arya","Senior Associate, Corporate lawyer with 5+ years of experience advising Fortune 500 companies and global enterprises on complex business transactions, intellectual property matters, and strategic legal initiatives across multiple jurisdictions.",NULL,,"anahita-arya-1744283698.jpeg","1744283698","1764850304","A"
"323","Anmol S Lund","Corporate lawyer with 5+ years of experience working with reputed companies like JP Morgan Chase and Tech Mahindra, specializing in contract drafting, litigation management, and employee claims.",NULL,,"anmol-s-lund-1745330017.jpg","1745235792","1745412774","A"
"324","Prof. Sitharamam Kakarala","Professor at NALSAR University of Law since October 2024",NULL,,"prof-sitharamam-kakarala-1745236019.png","1745236019","1745236979","D"
"325","Prof. Krishna Ravi Srinivas","Dr. Krishna Ravi Srinivas is a seasoned policy researcher with over 20 years of experience. He serves as a Consultant and Senior Fellow at the Research and Information System for Developing Countries (RIS) in New Delhi and is the Managing Editor of the Asian Biotechnology and Development Review, a peer-reviewed journal indexed in Scopus . His research interests encompass science, technology, and innovation policy, intellectual property rights, traditional knowledge, biotechnology, biodiversity, ",NULL,,"prof-krishna-ravi-srinivas-1745236123.jpg","1745236123","1745236973","D"
"326","Dr. Vivek Pani","Vivek Pani is a marketing professor, with a penchant for consumer - brand relationships. His interest lies in understanding effective consumer - brand relationships. He pursued his MBA at NALSAR University of Law, Hyderabad. Post his MBA, he worked with the corporates for a period of 15 months. In the year 2017, he joined Indian Institute of Management Kashipur for his doctoral programme. In addition to research on consumer - brand relationships, Vivek has a special interest in writing manageria",NULL,,"dr-vivek-pani-1745236188.png","1745236188","1745236968","D"
"327","Mr. Ashwini Kumar","Educated across rural, semi-urban, and urban schools, he developed a deep empathy for diverse social realities, sparking an interest in justice, equality, and freedom. Specializing in Jurisprudence during his LLM, they explored thinkers like Rousseau, whose views on inequality deeply influenced him. He believes true freedom requires meeting basic needs, a duty of the State. His interests led him to conduct surveys through the Law and Poverty Clinic on issues like health, education, and rural emp",NULL,,"mr-ashwini-kumar-1745236237.png","1745236237","1745236960","D"
"328","Prof. Srikrishna Deva Rao","Professor Srikrishna Deva Rao is a distinguished legal scholar specializing in criminal law and access to justice. He currently serves as Vice Chancellor of NALSAR University of Law, Hyderabad. Previously, he held leadership roles at NLU Delhi and NLU Odisha, and has been associated with premier institutions like NLSIU Bangalore, GNLU Gandhinagar, and IGNOU. His research has significantly influenced criminal justice reforms, notably contributing to the Supreme Court's D.K. Basu judgment on custo",NULL,,"prof-srikrishna-deva-rao-1745236404.png","1745236404","1745236955","D"
"329","Mr. Sunishth Goyal","Mr. Sunishth Goyal has been an Assistant Professor at NALSAR University of Law, Hyderabad, since July 2023. Previously, he taught at BML Munjal University, Gurugram, where he also served as Assistant Director of the Legal Aid Clinic. Before transitioning to academia, he practiced criminal law and was a Panel Counsel for The Punjab State Cooperative Bank. He holds a B.A. LL.B. (Hons.) from NALSAR and an LL.M. in Forensics, Criminology, and Law from Maastricht University, Netherlands, where he was",NULL,,"mr-sunishth-goyal-1745236446.png","1745236446","1745236949","D"
"330","Dr. A. Sridhar","Dr. A. Sridhar is an Assistant Professor at NALSAR University of Law, Hyderabad, with over a decade of experience as a practicing Company Secretary specializing in corporate law. He holds an LL.M. from NALSAR and a Ph.D. from Osmania University, focusing on competition issues in the aviation sector. Dr. Sridhar has edited two books on corporate law, published 12 articles, and presented 30 research papers at national and international seminars. He has also served as a resource person for various ",NULL,,"dr-a-sridhar-1745236483.png","1745236483","1745236944","D"
"331","Dr. Kiran Bayola","Dr. Poosarla Bayola Kiran is an Assistant Professor at NALSAR University of Law, Hyderabad. A distinguished graduate of DSNLU, Visakhapatnam, he earned seven gold medals, including Best Outgoing Student and accolades in Constitutional Law, Corporate Laws, and Criminal Law. He completed his LL.M. in Business Laws with distinction from Andhra University and holds a PG Diploma in Social Exclusion and Inclusive Policy. Having cleared the UGC-NET in 2015, he previously taught at DSNLU and GITAM Unive",NULL,,"dr-kiran-bayola-1745236524.png","1745236524","1745236939","D"
"332","Mr. Sourabh Bharti","Sourabh Bharti began his teaching career in 2009 at NALSAR University of Law, Hyderabad, specializing in Intellectual Property Law. An alumnus of NALSAR's LL.M. program, he previously earned his LL.B. from the Faculty of Law, University of Delhi, and a B.Sc. from GGM Science College, Jammu. His academic journey, influenced by rigorous training and mentorship, shaped his pedagogical approach. At NALSAR, he values the intellectually stimulating environment and diverse student body, which enrich cl",NULL,,"mr-sourabh-bharti-1745236615.png","1745236615","1745236933","D"
"333","Dr. Rohan Cherian Thomas","Dr. Rohan Cherian Thomas is an Assistant Professor at NALSAR University of Law, Hyderabad, specializing in Intellectual Property Law. He previously served at National Law University, Jodhpur, for nine years, holding leadership roles such as Chairperson of the Moot Court Committee and Executive Director of the Centre for Intellectual Property Studies. Dr. Thomas earned his B.Sc. LL.B. (Hons.) from Gujarat National Law University and both his LL.M. and Ph.D. in Performer's Rights from NLUJ. His re",NULL,,"dr-rohan-cherian-thomas-1745236645.png","1745236645","1745236927","D"
"334","Dr. Rajesh Kapoor","Mr. Rajesh Kapoor completed his B.S.L. LL.B. degree from Symbiosis Law College University of Pune and LL.M. from King’s College London, University of London, specializing in International Commercial Laws with focus on International Commercial Arbitration.",NULL,,"dr-rajesh-kapoor-1745236676.png","1745236676","1745236919","D"
"335","Prof. Aruna B. Venkat","Prof. Aruna B. Venkat is a Professor at NALSAR University of Law, Hyderabad, since 2005. She holds a Ph.D. in Law from Delhi University, with a background in Sociology from Miranda House and the Delhi School of Economics. Her career began as a legal editor at Butterworths India, followed by a teaching role at Amity Law School, New Delhi. At NALSAR, she developed interdisciplinary courses focusing on socio-legal issues, including Torts, Family Law, Conflict of Laws, and Child Rights . In 2023, sh",NULL,,"prof-aruna-b-venkat-1745236711.png","1745236711","1745236913","D"
"336","Abhijeet Tiwari","Senior Associate - Course Anchor/Teacher",NULL,"https://www.linkedin.com/in/abhijeettiwari0206","abhijeet-tiwari-1762524736.jpg","1762524736","1762528742","A"
"337","Shriya Basra","Patent Associate & Registered Patent Agent (IN/PA 5043) | Registered Indian Patent Agent with approximately 4 years of experience, having expertise in Patent Prosecution, Patent Drafting, and Patent Searching. She holds a Bachelor's degree in Life Sciences from Ramjas College, University of Delhi, and LL.B. from Indraprastha Law College, Noida. She has been actively involved in training and mentoring aspiring patent professionals, and her practical approach to teaching patent concepts makes comp",NULL,"https://www.linkedin.com/in/shriya-basra-1822891b5/","shriya-basra-1765529562.jpg","1765529562",NULL,"A"
"338","Denny Saini","IP Professional, Menezes Gaonkar LLP (MG-IP) | Seasoned Intellectual Property Professional with 10+ years of experience in patent drafting and prosecution. She holds a Bachelor's Degree in Electronics and Communication Engineering (Hons.) from Kurukshetra University. She has extensive experience analyzing inventions, preparing specifications, and responding to office actions across technology domains. She enjoys mentoring learners and helping them understand the practical workflow of patent prac",NULL,"https://www.linkedin.com/in/denny-saini/","denny-saini-1765529599.jpg","1765529599",NULL,"A"
