"id","course_id","assignment_portal_course_id","course_plan_type_id","added_date","modified_date","status","orginal_price","promotional_price","description","course_plan_position","btn_sign_up","btn_enroll_now","btn_complete_view","installment_facility","no_of_installment","lms_course_id","edmingle_course_id","view_details_link","is_assignment_portal_eligible","plan_has_alias","alias_course_id","show_promo_price","additional_price"
"428","324","310","2","2025-02-14 03:23:03","2025-02-14 15:02:58","A","1",,"<p>18 Mocks based on the Kerala Civil Judge (Junior Division) Exam Pattern.</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; -15 Subject-based Mocks</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; -03 Full-length Mocks</p>

<p>Past year prelims Papers in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam-Like Environment with Time-Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"54719",,"Y","N","0","N",NULL
"429","325","311","2","2025-02-14 05:15:28","2025-02-14 17:02:54","A","1",,"<p>17 Mocks based on the Assam Civil Judge (Junior Division) Exam Pattern.</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; -14 Subject-based Mocks&nbsp;</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; -03 Full-length Mocks</p>

<p>Past year prelims Papers in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam-Like Environment with Time-Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"54739",,"Y","N","0","N",NULL
"430","326","312","2","2025-02-18 09:01:14","2025-02-18 21:02:49","A","1",,"<p>18 Mocks based on the Andhra Pradesh Civil Judge (Junior Division) Exam Pattern.</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; -08 Subject-based Mocks</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; -03 Full length Mocks</p>

<p>Past year prelims Papers in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam-Like Environment with Time-Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"54862",,"Y","N","0","N",NULL
"431","327","313","2","2025-02-19 11:45:15","2025-02-19 11:51:55","A","499",,"<p>15 Mocks based on Goa Assistant Public Prosecutor (APP) Exam Pattern.</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-12 Subject based Mocks</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-03 Full length Mocks</p>

<p>Goa Assistant Public Prosecutor (APP) prelims Exam Past year Paper Analysis.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"54895",,"Y","N","0","N",NULL
"432","329","314","2","2025-02-24 05:07:31","2026-01-25 04:48:47","A","66000","66000","<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Hardcopy study materials- available on additional charges.</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0",,"0",,"Y","N","0","N",NULL
"433","331","315","2","2025-03-03 05:05:07","2025-03-03 17:03:53","A","1",,"<p>12 Mocks based on the Karnataka Civil Judge (Junior Division) Exam Pattern.</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 09 Subject-based Mocks</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 03 Full-length Mocks</p>

<p>Past year prelims Papers in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam-Like Environment with Time-Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"55756",,"Y","N","0","N",NULL
"434","332","316","2","2025-03-05 11:07:47","2025-03-05 09:03:52","A","1",,"<p>18 Mocks based on Rajasthan Civil Judge (Junior Division) Exam Pattern.</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; -15 Subject based Mocks</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-3 Full length Mocks</p>

<p>Past year prelims Papers in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"55829",,"Y","N","0","N",NULL
"435","333","317","2","2025-03-05 08:57:18","2025-03-05 20:03:11","A","499",,"<p>19 Mocks based on the recent pattern of the Himachal Pradesh Civil Judge (Junior Division) Mains Exam.</p>

<p>Access to&nbsp; Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>

<p>Comprehensive support and guidance will be provided throughout the interview process.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"55868",,"Y","N","0","N",NULL
"436","335","319","2","2025-03-18 07:50:59","2026-01-18 06:58:01","A","75000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Hardcopy study materials- available on additional charges.</p>

<p>Weekly assignments with model answer, along with one-on-one expert consultations for resolving doubts.</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0",,"56252",,"Y","N","0","N",NULL
"437","336","320","2","2025-04-21 05:59:27","2025-05-12 03:17:07","A","125000",,"<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>2 online live classes/ week</p>

<p>1 assignment (containing 2 practical exercises) per week</p>

<p>Hard copy certificate (by courier)</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Unlimited doubt clearing sessions</p>

<p>Placement assistance for internship, jobs and referrals</p>

<p>CV enhancement</p>

<p>Training for writing and publishing articles, making profile and taking work on freelance platforms, etc</p>

<p>Access to updated content online for 3 years</p>","1","N","Y","N","N","0",,"57687",,"Y","N","0","N",NULL
"438","337","321","2","2025-04-30 08:57:26","2025-05-07 06:51:08","A","51000",,"<p>Instructor led course with online live classes</p>

<p>Special problem solving sessions</p>

<p>Life coaching and mentorship</p>

<p>Model answers for past year judiciary exams</p>

<p>Regular online tests and expert feedback on assignments for judiciary course</p>

<p>Individual strategies and focus areas to crack exams</p>

<p>Training for writing judgements, other important applications and essays</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android or iOS app</p>

<p>Doubt clearing on Discussion forum, WhatsApp, LMS &amp; in classes</p>

<p>Guidance for legal practice development</p>

<p>Access to Upskilling courses and Placement Cell</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance and simulation exercises.</p>

<p>Networking with other students &amp; alumni</p>

<p>Access to updated content online for 6 years</p>

<p>Top students are recommended to litigators, law firms and companies for practical exposure</p>

<p>We also provide Hard Copies of the study material, but the cost is not originally included in the sum charged. Upon undertaking the Course you may order for the designated hardcopies by incurring an approximate cost of Rs. 5000 (Shipping Charges extra).</p>","1","N","Y","N","N","0",,"57046",,"Y","N","0","N",NULL
"439","338","322","2","2025-05-01 12:12:22","2025-05-01 00:05:11","A","51000",,"<p>Instructor led course with online live classes</p>

<p>Special problem solving sessions</p>

<p>Life coaching and mentorship</p>

<p>Model answers for past year judiciary exams</p>

<p>Regular online tests and expert feedback on assignments for judiciary course</p>

<p>Individual strategies and focus areas to crack exams</p>

<p>Training for writing judgements, other important applications and essays</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android or iOS app</p>

<p>Doubt clearing on Discussion forum, WhatsApp, LMS &amp; in classes</p>

<p>Guidance for legal practice development</p>

<p>Access to Upskilling courses and Placement Cell</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance and simulation exercises.</p>

<p>Networking with other students &amp; alumni</p>

<p>Access to updated content online for 6 years</p>

<p>Top students are recommended to litigators, law firms and companies for practical exposure</p>

<p>We also provide Hard Copies of the study material, but the cost is not originally included in the sum charged. Upon undertaking the Course you may order for the designated hardcopies by incurring an approximate cost of Rs. 5000 (Shipping Charges extra).</p>","1","N","Y","N","N","0",,"57524",,"Y","N","0","N",NULL
"440","339","323","2","2025-05-14 12:28:18","2025-05-14 12:05:45","A","51000",,"<p>Instructor led course with online live classes</p>

<p>Special problem solving sessions</p>

<p>Life coaching and mentorship</p>

<p>Model answers for past year judiciary exams</p>

<p>Regular online tests and expert feedback on assignments for judiciary course</p>

<p>Individual strategies and focus areas to crack exams</p>

<p>Training for writing judgements, other important applications and essays</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android or iOS app</p>

<p>Doubt clearing on Discussion forum, WhatsApp, LMS &amp; in classes</p>

<p>Guidance for legal practice development</p>

<p>Access to Upskilling courses and Placement Cell</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance and simulation exercises.</p>

<p>Networking with other students &amp; alumni</p>

<p>Access to updated content online for 6 years</p>

<p>Top students are recommended to litigators, law firms and companies for practical exposure</p>

<p>We also provide Hard Copies of the study material, but the cost is not originally included in the sum charged. Upon undertaking the Course you may order for the designated hardcopies by incurring an approximate cost of Rs. 5000 (Shipping Charges extra).</p>","1","N","Y","N","N","0",,"58534",,"Y","N","0","N",NULL
"441","200","185","2","2025-05-14 01:02:36","2025-05-14 13:05:06","A","7500","7000","<p>Test by tech team</p>","1","N","N","N","N","0",,"0",,"N","N","0","N",NULL
"442","340","324","2","2025-05-15 03:04:30","2025-05-15 03:06:51","A","499",,"<p>9 Subject wise Mock Tests based on the exact pattern of the Paper I + Paper II of UGC NET exam.</p>

<p>5 Full Length Mock Tests based on the exact pattern of the Paper I + Paper II of UGC NET exam.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"58430",,"Y","N","0","N",NULL
"443","341","325","2","2025-06-19 11:31:33","2025-06-19 06:46:37","A","499",,"<p>10&nbsp; Subject-based Mocks on Arunachal Pradesh Civil Judge Exam Pattern.</p>

<p>3 Full-length Mocks on Arunachal Pradesh Civil Judge Examination Pattern</p>

<p>Past Year Paper Analysis of Arunachal Pradesh Judicial Services Exam 2015-2024</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"60574",,"Y","N","0","N",NULL
"444","342","326","2","2025-06-20 02:25:11","2025-06-23 01:36:38","A","599",,"<p>7 Full Length Prelims Mocks and 3 Sectional mocks consisting of Questions based on NICL AO Scale I LAW Officer Exam Pattern.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>","1","N","Y","N","N","0",,"60647",,"Y","N","0","N",NULL
"445","343","327","2","2025-06-26 09:58:41","2025-06-26 21:06:11","A","49999",,"<p>Instructor-led course with online live classes</p>

<p>Special problem-solving sessions</p>

<p>Coaching and mentorship</p>

<p>Model answers for past year APO/ADPO exams</p>

<p>Regular online tests and instructor feedback on assignments</p>

<p>Individual strategies and focus areas to crack exams</p>

<p>Digital access to entire study material</p>

<p>Access on LMS, Android, or iOS app</p>

<p>Unlimited doubt clearing sessions</p>

<p>Guidance for legal practice development</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated online content for 3 years</p>

<p>Top students recommended to litigators, law firms, and companies for practical exposure</p>

<p>Hard Copies: Hard copies are available at an approximate additional cost of Rs. 5000 (shipping charges extra). The content covered in hard copies is detailed in the course guidelines.</p>","1","N","Y","N","N","0",,"61029",,"Y","N","0","N",NULL
"446","344","328","2","2025-06-30 09:08:28","2025-07-01 02:29:34","A","499",,"<p>12 Mocks including 3 Full Length Mocks based on the exact pattern of the Jammu and Kashmir Civil Judge (Junior Division) Prelims Exam.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"61254",,"Y","N","0","N",NULL
"447","345","329","2","2025-07-07 11:29:18","2025-07-07 23:07:23","A","499",,"<p>18 Mocks based on the recent pattern of the Gujarat Civil Judge (Junior Division) Mains Exam.</p>
<p>Access to&nbsp; Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>
<p>Comprehensive support and guidance will be provided throughout the interview process.</p>
<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"61663",,"Y","N","0","N",NULL
"448","346","330","2","2025-07-14 04:18:01","2025-07-14 16:07:42","A","499",,"<p>10 Mocks based on Uttarakhand Civil Judge (Junior Division) Exam Pattern.</p>

<p>-07 Subject based Mocks -03 Full length Mocks</p>

<p>Past year prelims Papers in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"61988",,"Y","N","0","N",NULL
"449","347","331","2","2025-07-23 11:08:50","2025-07-24 10:39:17","A","999",,"<p>17 Mocks based on the recent pattern of the Andhra Pradesh Civil Judge (Junior Division) Mains Exam.</p>

<p>Access to Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"0",,"Y","N","0","N",NULL
"450","348","332","2","2025-07-27 12:42:40","2025-07-27 01:32:32","A","66000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0",,"62615",,"Y","N","0","N",NULL
"451","349","333","2","2025-07-29 05:20:21","2025-07-29 17:07:17","A","599",,"<p>7 Full length Mocks &amp; 3 Sectional Mocks consisting of Questions based on IBPS SO LAW Officer Exam Pattern.</p>
<p>IBPS SO Law Officer Exam (Prelims ) Paper Analysis for the year 2017- 2024.</p>
<p>Detailed Answers and Explanations of the Mocks.</p>
<p>Simulated Exam Like Environment with Time Bound Mocks.</p>
<p>Personal Guidance from Course Anchors to excel in the exam.</p>","1","N","Y","N","N","0",,"62710",,"Y","N","0","N",NULL
"452","350","334","2","2025-07-31 11:53:22","2025-07-31 23:07:11","A","999",,"<p>27 Mocks based on the recent pattern of the Rajasthan Civil Judge (Junior Division) Mains Exam.</p>
<p>Access to Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>
<p>Comprehensive support and guidance will be provided throughout the interview process.</p>
<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"0",,"Y","N","0","N",NULL
"453","351","335","2","2025-08-20 04:19:55","2025-08-20 16:08:14","A","499",,"<p>13 Mocks based on West Bengal Civil Judge (Junior Division) Exam Pattern.</p>

<p>&nbsp; &nbsp; &nbsp; -10 Subject based Mocks</p>

<p>&nbsp; &nbsp; &nbsp; &nbsp;-03 Full length Mocks</p>

<p>Past year prelims Papers in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"63626",,"Y","N","0","N",NULL
"454","352","336","2","2025-08-31 01:24:29","2025-08-31 13:08:31","A","66000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0",,"64050",,"Y","N","0","N",NULL
"455","353","337","2","2025-09-05 08:33:18","2025-09-06 11:00:20","A","999",,"<p>17 Mocks based on the recent pattern of the Uttarakhand Civil Judge (Junior Division) Mains Exam.</p>

<p>&nbsp;</p>

<p>Access to&nbsp; Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>

<p>&nbsp;</p>

<p>Comprehensive support and guidance will be provided throughout the interview process.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>&nbsp;</p>","1","N","Y","N","N","0",,"0",,"Y","N","0","N",NULL
"456","354","338","2","2025-09-06 08:49:55","2025-09-06 11:00:51","A","999",,"<p>12 Mocks based on the recent pattern of the Arunachal Pradesh Civil Judge (Junior Division) Mains Exam.</p>

<p>Access to Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>

<p>Comprehensive support and guidance will be provided throughout the interview process.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"0",,"Y","N","0","N",NULL
"457","355","339","2","2025-09-12 07:03:28","2025-09-16 09:46:42","A","499",,"<p>13 Mocks based on Assistant Public Prosecutor in Andhra Pradesh State Prosecution Department Exam Pattern.</p>

<p>-10 Subject-based Mocks</p>

<p>-03 Full-length Mocks</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam-Like Environment with Time-Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>

<p>Previous year question paper in attemptable format.</p>","1","N","Y","N","N","0",,"64667",,"Y","N","0","N",NULL
"458","356","340","2","2025-09-17 06:26:18","2025-09-17 18:09:08","A","14999",,"<p>Includes:</p>

<p>Instructor-led course</p>

<p>Special problem-solving sessions</p>

<p>Coaching and mentorship</p>

<p>Model answers for past year ADA exams</p>

<p>Regular online tests and instructor feedback on assignments</p>

<p>Individual strategies and focus areas to crack exams</p>

<p>Digital access to entire study material</p>

<p>Access on LMS, Android, or iOS app</p>

<p>Unlimited doubt clearing sessions</p>

<p>Guidance for legal practice development</p>

<p>Interview preparation guidance</p>

<p>Top students recommended to litigators, law firms, and companies for practical exposure</p>","1","N","Y","N","N","0",,"63953",,"Y","N","0","N",NULL
"459","357","341","2","2025-09-17 09:07:33","2025-09-22 05:24:36","A","499",,"<p>17 Mocks based on Jharkhand Assistant Prosecution Officer Prelims Exam Pattern.</p>

<p>-11 Subject based Mocks -06 Full length Mocks</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"64922",,"Y","N","0","N",NULL
"460","358","342","2","2025-09-22 05:27:06","2025-09-22 17:09:24","A","999",,"<p>12 Mocks based on the recent pattern of the Chhattisgarh Civil Judge Mains Exam.</p>
<p>Access to Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>
<p>Comprehensive support and guidance will be provided throughout the interview process.</p>
<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"65116",,"Y","N","0","N",NULL
"461","359","343","2","2025-10-05 02:05:50","2025-10-05 14:10:39","A","999",,"<p>26 Mocks based on the recent pattern of the Jammu and Kashmir Civil Judge Mains Exam.</p>

<p>Access to Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>

<p>Comprehensive support and guidance will be provided throughout the interview process.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"65580",,"Y","N","0","N",NULL
"462","360","344","2","2025-10-10 01:15:11","2025-10-10 13:10:58","A","499",,"<p>10 Mocks based on Haryana Assistant District Attorney Prelims Exam Pattern.</p>
<p>-07 Subject based Mocks</p>
<p>-03 Full length Mocks</p>
<p>Detailed Answers and Explanations of the Mocks.</p>
<p>Simulated Exam Like Environment with Time Bound Mocks.</p>
<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"65937",,"Y","N","0","N",NULL
"463","361","345","2","2025-10-17 10:28:48","2025-10-17 10:10:14","A","999",,"<p>10 Mocks based on the recent pattern of the Karnataka Civil Judge Mains Exam.</p>
<p>Access to Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>
<p>Comprehensive support and guidance will be provided throughout the interview process.</p>
<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"66270",,"Y","N","0","N",NULL
"464","362","346","2","2025-10-23 10:50:47","2025-10-23 22:10:19","A","599",,"<p>7 Full length Mocks 3 Sectional Mocks consisting of Questions based on the recent exam pattern of IBPS SO LAW Officer.</p>

<p>IBPS SO Law Officer Exam (Mains) Paper Analysis.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>","1","N","Y","N","N","0",,"66433",,"Y","N","0","N",NULL
"465","364","347","2","2025-11-02 12:37:00","2025-11-02 12:11:41","A","499",,"<p>14 Mock on Legal Questions based on the exact pattern of the SEBI Grade A Officer exam.</p>
<p>Detailed Answers and Explanations of the Mocks.</p>
<p>Simulated Exam Like Environment with Time Bound Mocks.</p>
<p>Personal Guidance from Course Anchors to excel in the exam.</p>
<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"67018",,"Y","N","0","N",NULL
"466","365","348","2","2025-11-02 08:09:24","2025-11-12 11:37:50","A","499",,"<p>15 Mocks based on the Telangana Assistant Public Prosecutor Exam Pattern.</p>

<p>-12 Subject-based Mocks -03 Full-length Mocks</p>

<p>Past year prelims Papers in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam-Like Environment with Time-Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"67038",,"Y","N","0","N",NULL
"467","366","349","2","2025-11-02 08:58:52","2025-11-02 20:11:23","A","499",,"<p>9 Subject wise Mock Tests based on the exact pattern of the AIBE XX exam.</p>

<p>4 Full Length Mock Tests based on the exact pattern of the AIBE XX exam.</p>

<p>Past Year paper analysis.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>","1","N","Y","N","N","0",,"67039",,"Y","N","0","N",NULL
"468","367","350","2","2025-11-05 04:45:54","2026-06-16 03:25:41","A","60000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0",,"67149",,"Y","N","0","N",NULL
"469","368","351","2","2025-11-09 08:02:19","2026-06-15 03:41:17","A","155000",,"<p>Instructor-led course with online classes featuring AI tool demonstrations</p>

<p>Online assessments (flexible exam scheduling within given time slots)</p>

<p>1 online class per week</p>

<p>Practical case studies and assignments with hands-on AI tool implementation</p>

<p>Digital certificate (co-branded by iHub DivyaSampark@IIT Roorkee and LawSikho)</p>

<p>Get digital access to entire study material including AI tool tutorials</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Live Doubt clearing sessions covering legal concepts and AI tool usage</p>

<p>Placement assistance for internships, jobs and referrals highlighting AI proficiency</p>

<p>CV enhancement support emphasizing AI-powered legal capabilities</p>

<p>Training for writing and publishing articles, making profiles and taking work on freelance platforms with AI tool showcase</p>

<p>Technical support for AI tool implementation throughout the program</p>","1","N","N","N","N","0",,"68535",,"Y","N","0","N","44840"
"470","369","352","2","2025-11-19 10:46:07","2025-11-22 11:31:29","A","499",,"<p>9 Subject wise Mock Tests based on the exact pattern of the Paper I + Paper II of UGC NET exam.</p>

<p>5 Full Length Mock Tests based on the exact pattern of the Paper I + Paper II of UGC NET exam.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>

<p>All India Rank lists will be provided after every exam</p>","1","N","Y","N","N","0",,"67800",,"Y","N","0","N",NULL
