"id","course_id","assignment_portal_course_id","course_plan_type_id","added_date","modified_date","status","orginal_price","promotional_price","description","course_plan_position","btn_sign_up","btn_enroll_now","btn_complete_view","installment_facility","no_of_installment","lms_course_id","edmingle_course_id","view_details_link","is_assignment_portal_eligible","plan_has_alias","alias_course_id","show_promo_price","additional_price"
"89","32","12","4","2019-11-13 03:25:37","2020-06-01 17:06:42","A","5900",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","10831",NULL,,"Y","N","0","N",NULL
"90","32","12","3","2019-11-13 03:26:12","2020-11-19 04:09:26","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","10831",NULL,,"N","N","0","N",NULL
"91","33","14","1","2019-11-13 03:55:38","2022-12-31 01:32:48","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0",,"0",,"N","N","0","N",NULL
"92","33","14","4","2019-11-13 03:56:15","2020-06-01 17:06:14","A","5900",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","10841",NULL,,"Y","N","0","N",NULL
"93","33","14","3","2019-11-13 03:56:56","2020-11-19 04:08:03","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","10841",NULL,,"N","N","0","N",NULL
"94","34","15","1","2019-11-14 12:07:15","2020-06-01 17:06:02","A","0",,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No certification</p>","1","N","N","N","N","0","11436",NULL,,"N","N","0","N",NULL
"95","34","15","3","2019-11-14 12:07:52","2020-11-19 04:07:40","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","11436",NULL,,"N","N","0","N",NULL
"96","34","15","4","2019-11-14 12:08:28","2020-06-01 17:06:02","A","5900",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","11436",NULL,,"Y","N","0","N",NULL
"97","35","9","1","2019-11-14 12:41:21","2022-12-31 01:33:06","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0",,"0",,"N","N","0","N",NULL
"98","35","9","4","2019-11-14 12:41:56","2020-06-01 17:06:47","A","5900",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","10824",NULL,,"N","N","0","N",NULL
"99","35","9","3","2019-11-14 12:42:38","2020-11-19 04:06:19","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","10824",NULL,,"N","N","0","N",NULL
"100","36","8","1","2019-11-14 01:12:09","2022-12-31 01:33:29","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0",,"0",,"N","N","0","N",NULL
"101","36","8","4","2019-11-14 01:12:45","2020-06-01 17:06:44","A","5900",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","10822",NULL,,"Y","N","0","N",NULL
"102","36","8","3","2019-11-14 01:13:20","2020-11-19 04:05:40","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","10822",NULL,,"N","N","0","N",NULL
"103","37","21","1","2019-11-14 02:22:05","2022-12-31 01:33:46","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","Y","N","N","N","0",,"0",,"N","N","0","N",NULL
"104","37","21","4","2019-11-14 02:22:39","2020-02-28 07:28:19","A","9440",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","3","N","Y","N","N","0","17090",NULL,,"Y","N",NULL,"N",NULL
"105","37","21","3","2019-11-14 02:23:10","2020-11-19 04:05:11","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","2","N","N","Y","N","0","17090",NULL,,"N","N","0","N",NULL
"106","38","6","1","2019-11-14 02:37:38","2022-12-31 01:34:09","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0","5341","0",,"N","N","0","N",NULL
"107","38","6","4","2019-11-14 02:38:12","2020-06-01 17:06:02","A","5900",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","5341",NULL,,"Y","N","0","N",NULL
"108","38","6","3","2019-11-14 02:38:59","2020-11-19 04:04:44","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","5341",NULL,,"N","N","0","N",NULL
"109","39","19","1","2019-11-15 12:35:36","2022-12-31 01:34:22","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0","10698","0",,"N","N","0","N",NULL
"110","39","19","4","2019-11-15 12:36:11","2020-06-01 04:56:42","A","9440",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","3","N","N","N","N","0","10698",NULL,,"Y","N","0","N",NULL
"111","39","19","3","2019-11-15 12:36:42","2020-11-19 04:03:39","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","2","N","N","Y","N","0","10698",NULL,,"N","N","0","N",NULL
"112","40","3","1","2019-11-15 12:54:22","2022-12-31 01:34:34","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0","8458","0",,"N","N","0","N",NULL
"113","40","3","4","2019-11-15 12:55:30","2020-06-01 17:06:33","A","5900",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","8458",NULL,,"Y","N","0","N",NULL
"114","40","3","3","2019-11-15 12:56:00","2020-11-19 04:03:21","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","8458",NULL,,"N","N","0","N",NULL
"115","41","10","1","2019-11-15 01:20:18","2022-12-31 01:34:54","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0",,"0",,"N","N","0","N",NULL
"116","41","10","4","2019-11-15 01:20:48","2020-06-01 17:06:33","A","11800",,"<p style=""text-align: justify;"">- Get digital access to entire study material</p>

<p style=""text-align: justify;"">- Exercises provided - for self evaluation</p>

<p style=""text-align: justify;"">- Certificate (by courier)</p>

<p style=""text-align: justify;"">- No Live classes</p>

<p style=""text-align: justify;"">- Content access for 1 year</p>

<p style=""text-align: justify;"">- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","10829",NULL,,"Y","N","0","N",NULL
"117","41","10","3","2019-11-15 01:21:20","2020-11-19 04:02:51","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","10829",NULL,,"N","N","0","N",NULL
"118","42","11","1","2019-11-15 03:00:14","2022-12-31 01:35:26","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0",,"0",,"N","N","0","N",NULL
"119","42","11","4","2019-11-15 03:00:46","2020-06-01 17:06:51","A","5900",,"<p>- Get digital access to entire study material</p>

<p>- Exercises provided - for self evaluation</p>

<p>- Certificate (by courier)</p>

<p>- No Live classes</p>

<p>- Content access for 1 year</p>

<p>- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","10830",NULL,,"Y","N","0","N",NULL
"120","42","11","3","2019-11-15 03:01:20","2020-11-19 04:01:52","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","10830",NULL,,"N","N","0","N",NULL
"121","61","33","1","2019-11-21 09:27:46","2022-12-31 01:35:39","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0",,"0",,"N","N","0","N",NULL
"122","61","33","4","2019-11-21 09:28:23","2025-03-22 10:22:10","A","5900",,"<p>- Get digital access to entire study material<br />
- Exercises provided - for self evaluation<br />
- Certificate (by courier)<br />
- No Live classes<br />
- Content access for 1 year</p>","2","N","N","N","N","0","24284","0",,"Y","N","0","N",NULL
"123","61","33","3","2019-11-21 09:29:32","2025-03-22 10:21:58","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","24284","0",,"N","N","0","N",NULL
"124","62","2","1","2019-11-22 12:16:08","2022-12-31 01:36:23","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","N","N","N","N","0",,"0",,"N","N","0","N",NULL
"125","62","2","4","2019-11-22 12:16:41","2020-06-01 05:00:44","A","9440",,"<p>- Get digital access to entire study material<br />
- Exercises provided - for self evaluation<br />
- Certificate (by courier)<br />
- No Live classes<br />
- Content access for 1 year<br />
- Doubt clearing within 48 hours</p>","2","N","N","N","N","0","8163",NULL,,"Y","N","0","N",NULL
"126","62","2","3","2019-11-22 12:17:11","2020-11-19 03:59:48","A","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0","8163",NULL,,"N","N","0","N",NULL
"127","63","1","3","2019-12-09 04:15:24","0000-00-00 00:00:00","D","150000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","1","N","Y","N","N","0","37504",NULL,,"N","N","0","N",NULL
"128","67","32","1","2019-12-10 03:33:27","2022-12-31 01:36:39","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","Y","N","N","N","0",,"0",,"N","N","0","N",NULL
"129","67","32","4","2019-12-10 03:34:12","2025-03-22 09:33:01","A","118",,"<p>- Content Access for 1 year</p>","2","N","N","N","N","0","11467","0",,"Y","N","0","N",NULL
"130","67","32","3","2019-12-10 03:34:50","2022-08-08 05:29:54","A","200000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 4 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0",,NULL,,"N","N","0","N",NULL
"131","68","169","1","2019-12-10 03:47:17","2021-01-25 05:27:26","A","0",,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>","1","Y","N","N","N","0","8586",NULL,,"N","N","0","N",NULL
"132","68","169","4","2019-12-10 03:47:52","2020-02-28 07:31:17","A","500",,"<p>- Web, Android and iOS<br />
- Content Access for 1 year</p>","3","N","Y","N","N","0","8586",NULL,,"Y","N",NULL,"N",NULL
"133","68","169","3","2019-12-10 03:48:27","2022-08-08 05:29:28","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>Inclusion of templates and lessons on your request on a priority basis</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Access to Lawsikho alumni network</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","2","N","N","Y","N","0","8586",NULL,,"N","N","0","N",NULL
"134","69","17","1","2019-12-10 06:22:25","2023-06-02 19:06:37","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","Y","N","N","N","0",,"0",,"N","N","0","N",NULL
"135","69","17","2","2019-12-10 06:23:45","2023-07-14 11:08:40","A","500",,"<p>Carry in Materials Guides</p>

<p>Question Papers from Dec. &#39;13</p>

<p>13 Mock Tests</p>

<p>Barhacker Report: New AIBE Pattern</p>

<p>Course Content</p>

<p>15-Minute Expert Consultation</p>

<p>Hacksheets(TM)</p>

<p>We guarantee that you will pass this exam if you use our course. If you will fail, we will refund your money.</p>

<p>Weekly classrooms on preparation strategy, how to find answers to specific types of questions, doubt-clearing sessions</p>

<p>Special weekly classrooms on last-minute preparation strategy in the last month&nbsp;</p>
<quillbot-extension-portal></quillbot-extension-portal>","2","N","Y","N","N","0","5248","23901",,"Y","N","0","N",NULL
"136","69","17","3","2019-12-10 06:24:18","2023-06-02 19:06:37","D","200000",,"<p>- Access to all of Lawsikho.com&#39;s courses for 5 years (including new courses launched in this period)</p>

<p>- Immunity from future price increases for 5 years</p>

<p>- Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>- Inclusion of templates and lessons on your request on a priority basis</p>

<p>- Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>- Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>- Direct mentorship from Ramanuj and Abhyuday</p>

<p>- Personal feedback on as many assignments as you want</p>

<p>- Access to Lawsikho alumni network</p>

<p>- Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","4","N","N","Y","N","0",,NULL,,"N","N","0","N",NULL
"137","70","45","2","2019-12-10 07:11:58","2023-01-13 05:49:36","A","15000",,"<p>- 1 live-video based online classes per week (1 hour) total 8 classes.</p>","1","N","Y","N","N","0","10826","19810",,"Y","N","0","N",NULL
"138","70","45","3","2019-12-10 07:12:58","2022-08-08 05:29:06","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>Inclusion of templates and lessons on your request on a priority basis</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Access to Lawsikho alumni network</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","2","N","N","Y","N","0",,NULL,,"N","N","0","N",NULL
"139","71","63","1","2019-12-10 07:42:30","2022-11-01 11:58:32","D",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No certification</p>","1","Y","N","N","N","0","10817","0",,"N","N","0","N",NULL
"140","71","63","3","2019-12-10 07:43:50","2022-11-01 11:58:20","D","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>Inclusion of templates and lessons on your request on a priority basis</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Access to Lawsikho alumni network</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0",,"0",,"N","N","0","N",NULL
"141","72","54","2","2020-01-20 02:08:03","2026-06-16 05:32:33","A","30000","28000","<p>- 1 online live class/ week (12 weeks)</p>

<p>- 2 practical or drafting exercises per week (9 weeks)</p>

<p>- 3 writing assignments (3 weeks)</p>

<p>- Get digital access to entire study material</p>

<p>- Access on LMS, Android &amp; iOS app</p>

<p>- Instructor feedback on exercises</p>

<p>- Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>- Self-paced courses</p>

<p>- Online exams (give exams as per your convenience on given dates)</p>

<p>- Certificate (by courier)</p>

<p>- CV enhancement</p>

<p>- Coaching for professional networking</p>

<p>- Training for writing and publishing articles</p>

<p>- Internship &amp; Job Support</p>

<p>- Interview preparation guidance</p>

<p>- Networking with other students &amp; alumni</p>

<p>- Access to updated content online for 3 years</p>

<p>- Doubt clearing within 24 hours</p>

<p>- Top students are recommended to law firms and companies</p>

<p>- Internship and job support available</p>","2","N","Y","N","Y","2","98772","19802",,"Y","N","0","N",NULL
"142","72","54","1","2020-01-20 02:09:44","2022-12-31 01:37:20","A",,,"<p>- Get Sample Material in your inbox</p>

<p>- Regular career guidance on email</p>

<p>- Sample Exercises</p>

<p>- Five very useful lessons</p>

<p>- No Certification for Free Material</p>","1","Y","N","N","N","0",,"0",,"N","N","0","N",NULL
"143","72","54","3","2020-01-20 02:11:04","2025-04-22 10:51:40","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","3","N","N","Y","N","0",,"0",,"N","N","0","N",NULL
